NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
3466046,2024,51094061.0,5103403.0,Cuiabá,51.0,MT,4.0,1.0,1.0,5103403,Cuiabá,51,MT,1,1,1,1,1421.0,1386.0,1397.0,1409.0,584.6,566.0,545.0,705.1,DDCCDDADAACDBCEDBBDEACCCBCAEBDEAEDBAAEAACCCED,ABCCCDEEBEAEDEDCACADBEAEAADAECBDABCBAAEEBDECB,BACABCBEDADEEBEDCDCBDAACADDEEBBBEBAEEDBECDECD,CEBCDADCBCEBADDABBEACCDBEAEBCDBECBCEAADEABBCB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,140.0,160.0,160.0,160.0,140.0,760.0
1627882,2024,,,,,,,,,1600303,Macapá,16,AP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,447.4,438.0,492.8,448.3,ADCDDADBDBBDABABAEEBEBACBDBABEACDDDECAEBCBDEA,ABCDBDEACEEBCDDADABB*CBDDAEDABCEBBAACEDDAAEDA,EABCCCDEDBDCEBDEBDEBAEBEBDDBDAACABCEAACBDBCDE,ACBECBACACBBCEBCDADCADBDDAECBCBDADDBBECDCABAB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,120.0,120.0,120.0,20.0,500.0
1728891,2024,,,,,,,,,5300108,Brasília,53,DF,1,1,1,1,1419.0,1385.0,1398.0,1407.0,598.8,564.8,571.4,534.0,BDECCADEDDAACBDDEEADBBEBEEEDDBACBCEADEADBEEDC,DEECCADBEBECEDABBEEABEEDEEBBEBDCEACDCBCBCCBBD,DAABCBDCADEECCEAEDEDEAEEBCBEAABBDABDADDDACECB,DABACDACEAEABBCEDDCCABBBBACACBCAACACDEAEEEDDE,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,140.0,180.0,160.0,160.0,160.0,800.0
3174313,2024,,,,,,,,,2207702,Parnaíba,22,PI,1,1,1,1,1422.0,1384.0,1396.0,1410.0,389.4,461.3,500.8,381.8,BCBCDBDDECCEDBBCADDCDDBECBDCACDDDAACCEDEBDAAB,CCDBEDADABADEDDBDBBABBCDCCAABDAABABEACBCEDCCA,BDAABDADBCDCCACBBBDCADEEDDAADBBDEECCCCCCACDBB,CDBCCACABEABACABAEDAEACDAEBADDCBDABCCADBDCAED,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,80.0,120.0,100.0,120.0,100.0,520.0
2376940,2024,,,,,,,,,3205200,Vila Velha,32,ES,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1608648,2024,17024951.0,1718204.0,Porto Nacional,17.0,TO,2.0,1.0,1.0,1718204,Porto Nacional,17,TO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2935044,2024,,,,,,,,,2911709,Guanambi,29,BA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,536.6,519.9,530.2,458.4,DCCEAABBEDCAEEAEEDBEAAADAAEBADEECAABDDDCEBDDA,DDDCEBDCECBDEEDBECCDBDDEBCAABEAEBAEEECEBBCDAA,DDACDDADEDCEEDEEBDABBCBEBDCDAEADEBDDDCCEDCBBC,CCDBCCBBADBEDCEDCDCBCAECBACBCACADBCDEEDDABCEB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,160.0,160.0,160.0,200.0,840.0
4192074,2024,,,,,,,,,4316808,Santa Cruz do Sul,43,RS,0,1,1,0,,1385.0,1398.0,,,527.4,512.4,,,BBEABBAEBCECADACEAEABCCADDECEADBEACADEBBCDAAB,CAAACBDCAEADDAEAEECBADCEABBEBDEBDEBDEDAEDAACB,,0,,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,,1.0,120.0,120.0,80.0,60.0,100.0,480.0
3302220,2024,,,,,,,,,4104006,Campina Grande do Sul,41,PR,1,1,1,1,1419.0,1385.0,1398.0,1407.0,530.9,537.1,560.9,587.8,BDBEDCDBECEEBCABEDADEBBBECEBCBAAEDEAEBEBCBDAA,BEEEBBDEECCCEBADEAEABEAADEDDEACCEDBECBCDBCBED,EDABEDBABDEECDBCEDCDBBEEBCAEBCDBABBDBDABDCECB,DCBCBCBCEABDCDACBACCBCCBABBAADCEAABEDADABBEDC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,160.0,120.0,140.0,180.0,720.0
886164,2024,,,,,,,,,2111300,São Luís,21,MA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,463.0,522.8,490.7,413.8,CCCADADEAAEDBCDEDACDABDCBBDBDCEBCBEACCEEAEDCA,BACBCBCCABDDBEBBCBDBDAEBCADDBCEACBADDEBEDADAD,DEBCAECCECDDCBAEACADDBCEEBDDEACBDCBDEBDAADEDB,BADBDBAECECC.BADACABADBDDADBADCABDBBACBEDCBDB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,100.0,120.0,100.0,100.0,120.0,540.0
3777034,2024,,,,,,,,,1302603,Manaus,13,AM,1,1,1,1,1422.0,1384.0,1396.0,1410.0,622.4,612.4,585.1,456.1,EBCCDCBDECCCEEDACABEDEACAEEEEDEBADBBDEDDBBBCB,BCDABCDBECAEDDDBEBCACCDBCDEADCEEEADBAECAECEDA,BDECCDABECBDDBDEBDDEDCBCDDCADBBDEDCAEDCECCCEC,DBCECAEBDCDCDCDBDEECDDDBDCBDDDDCCCDABABBBBBBB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,180.0,140.0,160.0,80.0,720.0
500706,2024,23007648.0,2307809.0,Marco,23.0,CE,2.0,1.0,1.0,2307809,Marco,23,CE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,497.4,483.3,535.2,514.9,ACBEDACBEDACBEDACBEDACBEDACBEDACBEDACBEDACBED,EEDEEDABAABDEADBECEACBAABCEAEBAEEACBBCAAECBEA,DCEDCDADECBBDAECADDABDEEEDBDCDBDEBAADDEECCBCA,ACBEDACEEDACBEDACBEDACBEDACBEDACBEDACBEDACBED,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,160.0,200.0,160.0,880.0
1481949,2024,35925500.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1847098,2024,,,,,,,,,2302503,Brejo Santo,23,CE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,630.4,658.4,619.9,495.0,BDEEDABAEBBEADDDBEEEDCBCABBDEDEBBBCBCEBDCBBCA,AADABCDBECEDEDBBEBEDBADECBEADDEEEACBAEBAECEDA,AACEBDADECBBDBEEBDCDACAEDDCADBBDEBDCBDBECCBBC,BBCCCAACBBCBDBBACBBBBCBCCBCCBCEAEEACCABBBCCEC,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,140.0,200.0,160.0,140.0,160.0,800.0
2727425,2024,,,,,,,,,3538709,Piracicaba,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,519.0,581.0,555.9,620.7,BCCAEDDEEADDCDADEABDACABEAEBBAAAABEAEBDDECAEC,CAEAABDBEDECEBABEBCAABCADDDAEADCEABECEBBCBDAD,EEABCDDCADEECCAADACBADEEBEBCABEBDEBDEBDADBECB,DBAABCBCDCDEBDEDCDCBBCCDABEDEACCCCDECABBDDEDB,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,140.0,100.0,120.0,160.0,640.0
1685096,2024,,,,,,,,,2707701,Rio Largo,27,AL,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3206672,2024,,,,,,,,,3301702,Duque de Caxias,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1100590,2024,15097307.0,1501956.0,Cachoeira do Piriá,15.0,PA,2.0,1.0,1.0,1502202,Capanema,15,PA,1,1,1,1,1419.0,1385.0,1398.0,1407.0,529.0,519.6,546.5,417.8,CBBEBADACDABAEEBEBCDDAECECEBABBCDCDADABCECDBB,ABEDBCDBEAECCEABEABADCCBACEECCDBDADCBCDBCCBCD,CBBDABBCBDEECEABAAECDEEEBCBBAADBCABDCDDDEABCB,AEBEBDCBDECDCDBADBACACDCACECCDBBAACBCBBCABADC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,140.0,120.0,160.0,140.0,180.0,740.0
1785764,2024,,,,,,,,,2611606,Recife,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2023802,2024,23277971.0,2302701.0,Campos Sales,23.0,CE,2.0,2.0,1.0,2302701,Campos Sales,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
193599,2024,,,,,,,,,2611101,Petrolina,26,PE,1,1,1,1,1421.0,1386.0,1397.0,1409.0,361.9,414.0,374.3,468.0,BCAADBEDEAAECAECDDABAEBDBCDCBDACABDEADEACEBCC,ABEDABCBCEDACAEBDDAABBDCDCEAADBEACDCBACDB.CBE,BAADDABCCCADCBADDEAAEBDABBDAEACBBEBDBCDECDCEE,CABDAEBCDBBCAEECDBBDCDBACAEDBDEDDECBACBAEDBCB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,120.0,80.0,120.0,100.0,540.0
2556716,2024,,,,,,,,,3302403,Macaé,33,RJ,1,1,1,1,1421.0,1386.0,1397.0,1409.0,444.6,590.3,535.0,576.4,DCBABDECCBEBACDBDBCEABDCCBDBDBEAEBCEDBCCADDBC,CBCAACAEBDABCEDADBCDBEBEBEDCCCDBAECAEDEEDCECB,BACDABEEDADEEBBDBDDBDADCDDCEBBCADEABDECBCBECB,CCADBABCBCABBEDAECACBDCCDDDCDCCEDADACEDDCBDDE,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,160.0,100.0,100.0,140.0,620.0
3205006,2024,35033522.0,3515657.0,Fernão,35.0,SP,2.0,1.0,1.0,3516705,Garça,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,545.5,542.0,544.7,451.4,ECEBAEACAEBBBAADCCECEADAADDEBDEEDBACBEBEDDDCB,EEDACEBCAECDDAADAEECAABCECADBAAACBADEEDADADDE,EAAECECBECEDDEBCEDDCEADCEBCEBADCDADECBABBDDEA,BCBADBDCCBADCDBCCECDCDDCEBDADDEEBBCDDDDECCADD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,80.0,120.0,120.0,120.0,120.0,560.0
199746,2024,13059696.0,1301902.0,Itacoatiara,13.0,AM,2.0,1.0,1.0,1301902,Itacoatiara,13,AM,1,1,1,1,1421.0,1386.0,1397.0,1409.0,446.8,537.0,431.6,429.7,CAAEDBDDCCCDEEADDBCDEDCAACCBBAACCCBEAEABDEECD,ABDCAABDEAAECEEAEBBDBDACCADBBBABACAAEACDDDACA,AACCACCADBCBEABDCEADAADDBDACBCDAAECBDDDEDBEDE,BDEDCDADADBEDBADBADCCDDDBCEEBCBEDCCEBDCCCEECC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,120.0,100.0,120.0,80.0,540.0
3818343,2024,,,,,,,,,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
448150,2024,,,,,,,,,2202000,Buriti dos Lopes,22,PI,1,1,1,1,1421.0,1386.0,1397.0,1409.0,409.6,405.6,466.3,432.0,EACADDEDCAAAABDDDDBEACEEBCCBEAAAEBBBADEBEEDCD,ADDCDDEDCEBDCCEBBDBDCCCADDEAEAABDECDDDCEAAEDE,DECDDCDBDADDACDDBDABCAEABCDACBCACBEBCADBAEDDD,BAABBEACCEABEBDDCEDCBCCCCBACCBCBEBCBDADEDCDBC,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,180.0,120.0,120.0,160.0,700.0
1268692,2024,31323748.0,3162906.0,São João Nepomuceno,31.0,MG,4.0,1.0,1.0,3162906,São João Nepomuceno,31,MG,1,1,1,1,1420.0,1383.0,1395.0,1408.0,601.5,635.6,590.3,777.3,ECECAABCCEEBCEDEDADBADECCBDBBDBECACEDEDEBADBB,CACEBCBBDBDDBEBBABCCCAECEDDABAEAAEADEDDADACBA,CAADEECBECADDCBCEDBCABDCEBCADDDBDBDACBECADDEB,CEDBBEDADCABDCCABBCABDBCCACABBACBACDDCBADEBAE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,180.0,200.0,180.0,200.0,920.0
2697413,2024,,,,,,,,,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1111253,2024,32041411.0,3205309.0,Vitória,32.0,ES,4.0,1.0,1.0,3205309,Vitória,32,ES,1,1,1,1,1422.0,1384.0,1396.0,1410.0,533.5,665.5,617.3,734.4,CDCDBCAAECBCAEDCBECECCDBCBDADEEAACCACADDCCEDC,BADCBCBCECEDEBBBEBCECADACBAADAEEEABBEECBECEDA,AACEADADECBBDAEEBEEBBBBEDDCADDBCEBCABBCECDDBC,CCCECBABEDDBDECDEDEDDCDCCABCBCDCCBCBACABBBCDD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,160.0,200.0,180.0,900.0
1520514,2024,,,,,,,,,3143302,Montes Claros,31,MG,1,1,1,1,1422.0,1384.0,1396.0,1410.0,586.1,624.6,562.8,614.0,BCCBBEDDEBDEEEDDCAEEDADCDBCDCDEBBECBCECADACBD,BDDCBCCCECBDABBBEBBDBCDABDEADEEEEACEDECAECEDA,ABCCADABECBCDBDEBDAEBCBEDDADDDACEBDAACCECABCD,ABCDDCACBCDECBDCAADDCBDCBAAADBCCADCDABACAECBD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,180.0,200.0,200.0,940.0
2635403,2024,,,,,,,,,2800308,Aracaju,28,SE,1,1,1,1,1421.0,1386.0,1397.0,1409.0,533.4,513.5,541.0,495.0,DCCEDDDECCCAECBAEDB*ECCDDCCCEADBEBEEAECDCECAA,ADBCAAEEBBADCDBAEBACBDACDECABCAEAEDBBBCABDACA,DACDDBDECADDEBDDBDABDABBDDCCCEBBEBDEDDCACBEAB,CBACEDACBDDABBBBCEBCBEDACDEBDAAAEEBDBCDDBECAC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,180.0,100.0,120.0,0.0,500.0
1222308,2024,,,,,,,,,3550308,São Paulo,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,426.7,560.7,583.5,616.5,AECDDBCDAAAECDEADBDDAAACEDABABECAAEACECBDDCEC,EBBDBBDEECCCCDACEAEABEAADAEEDABEAACEBBBECDBAD,CAEDCDDCDDEECADCBDEDADEEBEBEBDBBDCCDDDDDDAECB,DAAAEDACBDCBBCABABCBBCEAABCACCCBDECBCEDACCBCB,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,160.0,120.0,140.0,120.0,660.0
1431694,2024,,,,,,,,,5204508,Caldas Novas,52,GO,0,1,1,0,,1383.0,1395.0,,,350.9,444.4,,,CADBDECABDAEBCAACDBAEBDEACECBAEABCECBCBEABCEB,CAAAABCEEDBDCAEAEC..ADC.CACEBCCBDDAEEDBDCCCAC,,0,,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,,1.0,100.0,180.0,120.0,160.0,120.0,680.0
2134752,2024,29415969.0,2906501.0,Candeias,29.0,BA,2.0,1.0,1.0,2906501,Candeias,29,BA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,399.4,532.4,544.4,429.6,BCACBDABEAACEDDEBCBDBDACCBAAECBCDCADEBACDABEC,BADBBCCAEBADEABECBCDCADABEAADDCCCADECDABBCBDA,ABABCDDDECBBDADCBCDBBCBEDDCDABBCEBCECDBECCCBC,DDBDCEEDCABCBADCDECDAAECDADEBACDEAACEBBCDCDEA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,140.0,120.0,120.0,120.0,620.0
1464787,2024,35113724.0,3538709.0,Piracicaba,35.0,SP,4.0,1.0,1.0,3538709,Piracicaba,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,624.9,547.5,599.6,699.7,DCBCBEBCACACADDDBCAEDAACEAEEDECBCECCCECDBABBC,BADCECDDACEDEEBDEABAEEDCCECCCBCCEADEAECAACDAA,ABCEADADECBBDAEEBBDEAABCDDEADDBDEBCEBDDECDBBB,DDEECBEBDBDBDBCDEEBBDEDCCABCACECABABADACAABDD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,160.0,140.0,160.0,200.0,780.0
2373964,2024,,,,,,,,,1501501,Benevides,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2792697,2024,25096850.0,2507507.0,João Pessoa,25.0,PB,1.0,1.0,1.0,2507507,João Pessoa,25,PB,1,1,1,1,1422.0,1384.0,1396.0,1410.0,561.0,641.1,485.8,636.5,AACEECACEBCCCCBCDEDEBCACABDDEBBACECBDEEEDCCEB,DADDBCECEBEDEBDBEBCDEADEDEEADCEBDACEEECAECEDA,CDCDCDBDCCEDEDEEED.EDDBEDDEEDAABCACBBCCCEDDBC,BCCECBACABBDBBBDCDDEECDAEBEBBCCCDBCDDAACADCDD,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,180.0,200.0,200.0,940.0
1661518,2024,23064510.0,2304285.0,Eusébio,23.0,CE,2.0,1.0,1.0,2304285,Eusébio,23,CE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,450.6,359.6,459.1,543.7,BDDDEBCACBEDCBDABDABEECBADCDEDEDCDA*ABBECCBCD,AAACACCCACDBEBDDEEBCCBADADDBAEBDADEDDBDAADEEB,AAEBDCAABCECDDAEBDAABEBEBDAEECBACDDCCACDACCEA,ABBCDAACCBBBBCAABAAADABEBAACBDEDCDEBEBADBDABD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,120.0,100.0,120.0,80.0,540.0
503343,2024,,,,,,,,,1500800,Ananindeua,15,PA,1,1,1,1,1422.0,1384.0,1396.0,1410.0,485.4,459.4,490.9,396.4,CDABBDBCEDDCBEBABDDEBEAEEEBEDBEAEACADCDECADED,BCDECCAAEECBAABCACAABCABDEAAEEACDAAEAADBACCCA,AAABDACDECDBDBCEBDDBACEBBEBDADAAEACBCCEEAECDB,EACACCBDABBAAAADADCCBBADAACCDCCAEACDDCEEBBDAB,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,140.0,140.0,160.0,160.0,100.0,700.0
1312559,2024,,,,,,,,,3306008,Três Rios,33,RJ,0,1,1,0,,1385.0,1398.0,,,535.0,496.4,,,AABEACDBAACAEBACEAEABEAADBADEABECABEABCECEBCB,BAAEABECADEECAAACDCDACAAEBBEADCBDADDADCCDABDA,,0,,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,,1.0,120.0,120.0,120.0,120.0,100.0,580.0
